Prod Count,DEV Count,QA Count,Tableau Tips and Tricks,Count of Apps,Clear Filters,App Documentation,YTD Tickets,LY Tickets,Support Managed By,AppCount,Cluster_,TAO,Number of Records,Sum AM Niche,Sum AM Ticket Based ,Sum BT,Sum TS JJTS ,Am Extract Date (App Inv Ticket2 Sum),Am Extract Date,APPLICATION,Category,Cluster SP,Content Type,Created,Created By,TAO Group,Dv Change Request Current Year Ticket Count,Dv Change Request Prior Year Ticket Count,Dv Cmdb Ci,Dv Incident Current Year Ticket Count,Dv Incident Prior Year Ticket Count,Support Group Manager,TAO Manager,Operational Status,Parent of Support,Dv Problem Current Year Ticket Count,Dv Problem Prior Year Ticket Count,Dv Sc Request Current Year Ticket Count,Dv Sc Request Prior Year Ticket Count,Support Group 1,SLA Active,Business Service ,Dv U Change Manager Tao,User Region,Cluster,Vendor,GxP,BT Company,SLA Rate,Service Level Medal,Status Reason,Support Group 2,Support Group 3,Zcode,Gso,Managing Region,Modified,Modified By,App Name,Rso,Sharepoint Id,Sys Class Name,appl_unique_id,App Alias,App ID,App Lifecycle,COE,Functional Org,ITS Managed,Primary Product Line,GOC,Type,U Unique Ci,Used For,T-Shirt,Version
1,0,0,Tableau Tips and Tricks,1,Reset Filters,Application Inventory Documentation,Not Available,Not Available,AM - Ticket Based,1,APP MAINT - DIG AND ECOMMERCE SOC AND COLLAB,LAWRENCE HECKEL (7287),1,0,1,1,0,00:00.0,4/9/2019 10:09,JJHCCP PORTAL - PROD,Service,APP MAINT - DIG AND ECOMMERCE SOC AND COLLAB,Item,3/7/2019 16:12,"Weston, Anna [VISUS Non-J&J]",BUIT HCCP TAO MANAGED 1,0,0,JJHCCP PORTAL - PROD,1,6,LAWRENCE HECKEL (7287),KATHY TRASCHETTI (1032482),Deployed,PARENT APP MAINTENANCE,0,0,1,1,AM DISPATCH,TRUE,APP MAINT - DIG AND ECOMMERCE SOC AND COLLAB,KATHY TRASCHETTI (1032482),GLOBAL,"Digital & E-commerce, Social & Collaboration​",COGNIZANT,FALSE,JJ World Headqtrs US,,Silver,Transformed,DIG ECOM SOC COL RR COG,DIG ECOM SOC COL SPEC COG,Z999442,"Bolger, Tim [ITSUS]","""NA""",3/18/2019 21:31,"Weston, Anna [VISUS Non-J&J]",JJHCCP PORTAL - PROD,"Almodovar, Caryl [WCPITUS]",3655,cmdb_ci_appl,APP0000736,http://jjohccp.jnj.com;http://hcc.jnj.com;http://jjhccp.jnj.com,APP0000736,Maintain,HCC,App Svcs,TRUE,HCC,Corporate,Website,CI000000009502294,Production,Small,1
1,0,0,Tableau Tips and Tricks,1,Reset Filters,Application Inventory Documentation,Not Available,Not Available,AM - Ticket Based,1,APP MAINT - DIG AND ECOMMERCE SOC AND COLLAB,LAWRENCE HECKEL (7287),1,0,1,1,0,00:00.0,4/9/2019 10:09,WEB ATP (AVAILABLE TO PROMISE) (SY) (ASPAC)-PROD,Service,APP MAINT - DIG AND ECOMMERCE SOC AND COLLAB,Item,3/7/2019 16:09,"Weston, Anna [VISUS Non-J&J]",SYNTHES-WEB-ATP-ASPAC,0,0,WEB ATP (AVAILABLE TO PROMISE) (SY) (ASPAC)-PROD,4,4,LAWRENCE HECKEL (7287),HARI MOHAN CHATURVEDI (152022093),Deployed,PARENT APP MAINTENANCE,0,0,6,19,DIG ECOM SOC COL RR TCS,TRUE,APP MAINT - DIG AND ECOMMERCE SOC AND COLLAB,HARI MOHAN CHATURVEDI (152022093),ASPAC,"Digital & E-commerce, Social & Collaboration​",TCS,FALSE,J&J Medical Japan,,Bronze,Transformed,DIG ECOM SOC COL RR TCS,DIG ECOM SOC COL SPEC TCS,Z998662,Not Defined,ASPAC,3/19/2019 14:07,"Weston, Anna [VISUS Non-J&J]",WEB ATP (AVAILABLE TO PROMISE) (SY) (ASPAC)-PROD,"Govindavajjala, Srikalyana [ITASSG]",1268,cmdb_ci_appl,APP000010022359,,APP000010022359,Maintain,DePuy Synthes,App Svcs,FALSE,Customer Connectivity,Supply Chain,Server,CI000000009574023,Production,Small,1
1,0,0,Tableau Tips and Tricks,1,Reset Filters,Application Inventory Documentation,Not Available,Not Available,AM - Ticket Based,1,APP MAINT - ERP,KYLE HOCHENBERGER (40042),1,0,1,1,0,00:00.0,4/9/2019 10:09,MERCURY-GEORGIA SOFTWORKS-PROD,Service,APP MAINT - ERP,Item,3/7/2019 16:17,"Weston, Anna [VISUS Non-J&J]",MERCURY,0,0,MERCURY-GEORGIA SOFTWORKS-PROD,0,0,KYLE HOCHENBERGER (40042),KYLE HOCHENBERGER (40042),Deployed,PARENT APP MAINTENANCE,0,0,0,0,AM DISPATCH,TRUE,APP MAINT - ERP,KYLE HOCHENBERGER (40042),NA,"ERP- Plan, Source, Make, Deliver ​",TCS,TRUE,J&J Consumer Prod US,,Gold,Transformed,ERP RR TCS,ERP SPEC TCS,Z998716,"Smets, Peter [JANBE]","""NA""",3/18/2019 21:32,"Weston, Anna [VISUS Non-J&J]",MERCURY-GEORGIA SOFTWORKS-PROD,"Hochenberger, Kyle [CPCUS]",8417,cmdb_ci_appl,APP000010029810,Georgia RF Softworks,APP000010029810,,Consumer,App Svcs,FALSE,ERP,Supply Chain,Server,CI000000006976426,Production,Small,1
1,0,0,Tableau Tips and Tricks,1,Reset Filters,Application Inventory Documentation,Not Available,Not Available,AM - Ticket Based,1,APP MAINT - ERP,KYLE HOCHENBERGER (40042),1,0,1,1,0,00:00.0,4/9/2019 10:09,MERCURY-GEORGIA SOFTWORKS-PROD,Service,APP MAINT - ERP,Item,3/7/2019 16:17,"Weston, Anna [VISUS Non-J&J]",MERCURY,0,0,MERCURY-GEORGIA SOFTWORKS-PROD,0,0,KYLE HOCHENBERGER (40042),KYLE HOCHENBERGER (40042),Deployed,PARENT APP MAINTENANCE,0,0,0,0,AM DISPATCH,TRUE,APP MAINT - ERP,KYLE HOCHENBERGER (40042),NA,"ERP- Plan, Source, Make, Deliver ​",TCS,TRUE,J&J Consumer Prod US,,Gold,Transformed,ERP RR TCS,ERP SPEC TCS,Z998716,"Smets, Peter [JANBE]","""NA""",3/18/2019 21:32,"Weston, Anna [VISUS Non-J&J]",MERCURY-GEORGIA SOFTWORKS-PROD,"Hochenberger, Kyle [CPCUS]",8416,cmdb_ci_appl,APP000010029810,Georgia RF Softworks,APP000010029810,,Consumer,App Svcs,FALSE,ERP,Supply Chain,Server,CI000000000501505,Production,Small,1
1,0,0,Tableau Tips and Tricks,1,Reset Filters,Application Inventory Documentation,Not Available,Not Available,AM - Niche,1,0,DOMINIQUE RUTS (10018704),1,1,0,1,0,00:00.0,4/9/2019 10:09,UNIVERSALDOCTOR.JANSSENPRO.IT,Service,0,Item,3/7/2019 16:10,"Weston, Anna [VISUS Non-J&J]",DIGITAL PL  EMEA,0,0,UNIVERSALDOCTOR.JANSSENPRO.IT,0,0,DOMINIQUE RUTS (10018704),OLAF WESSLER (149001595),Deployed,PARENT APP SERVICES SUPPORT,0,0,0,0,GLOBAL SERVICE DESK,,,OLAF WESSLER (149001595),EMEA,,,FALSE,Jan-Cil Italy,,,,ITAS-DIG-EMEA-CTS-EXTERNAL-L2,ITAS-DIG-EMEA-CTS-EXTERNAL-L3,Z999381,"Bolger, Tim [ITSUS]",Not Defined,3/19/2019 14:08,"Weston, Anna [VISUS Non-J&J]",UNIVERSALDOCTOR.JANSSENPRO.IT,Not Defined,1673,cmdb_ci_appl,APP000010032587,,APP000010032587,,Comm EMEA RI Digital,,FALSE,Digital and Connected Commerce,Pharma,Website,CI000000000463816,Production,,1
1,0,0,Tableau Tips and Tricks,1,Reset Filters,Application Inventory Documentation,Not Available,Not Available,AM - Niche,1,0,SCOTT VAN HART (2189),1,1,0,1,0,00:00.0,4/9/2019 10:09,WORKDAY - PROD,Service,0,Item,3/7/2019 16:12,"Weston, Anna [VISUS Non-J&J]",ITHR WORKDAY,19,28,WORKDAY - PROD,2217,5767,SCOTT VAN HART (2189),CONSUELA BURTON (33506),Deployed,PARENT APP SERVICES SUPPORT,2,2,326,726,GLOBAL SERVICE DESK,TRUE,,,"ASPAC, EMEA, GLOBAL, LATAM",Corporate-BT (Corporate-Business Technology),,FALSE,JJ World Headqtrs US,,Silver,Transformed,WORKDAY OPS L2,WORKDAY OPS L3,Z999437,"Narayanan, Lakshmi [GTSUS]","""NA""",3/18/2019 22:07,"Weston, Anna [VISUS Non-J&J]",WORKDAY - PROD,"Van Hart, Scott [ITSUS]",4119,cmdb_ci_appl,APP000010002203,,APP000010002203,Core,ITHR,App Svcs,TRUE,Talent Services,Corporate,Server,CI000000009161892,Production,Large,1
1,0,0,Tableau Tips and Tricks,1,Reset Filters,Application Inventory Documentation,Not Available,Not Available,AM - Ticket Based,1,APP MAINT - DIG AND ECOMMERCE SOC AND COLLAB,LAWRENCE HECKEL (7287),1,0,1,1,0,00:00.0,4/9/2019 10:09,OB ADULT SE,Service,APP MAINT - DIG AND ECOMMERCE SOC AND COLLAB,Item,3/7/2019 16:11,"Weston, Anna [VISUS Non-J&J]",CON_EMEA_DIGITAL_BUIT,0,0,OB ADULT SE,0,0,LAWRENCE HECKEL (7287),EGOR NAZAROV (80007863),Deployed,PARENT APP MAINTENANCE,0,0,10,3,AM DISPATCH,TRUE,APP MAINT - DIG AND ECOMMERCE SOC AND COLLAB,EGOR NAZAROV (80007863),EMEA,"Digital & E-commerce, Social & Collaboration​",TCS,FALSE,Cons Europe Reg Expe,,Silver,Transformed,DIG ECOM SOC COL RR TCS,DIG ECOM SOC COL SPEC TCS,Z999426,"Bolger, Tim [ITSUS]",EMEA,3/18/2019 21:34,"Weston, Anna [VISUS Non-J&J]",OB ADULT SE,"Ruts, Dominique [JANBE]",2371,cmdb_ci_appl,APP000010022333,www.ob.se,APP000010022333,Maintain,Marketing CHC,App Svcs,FALSE,Digital and Connected Commerce,Consumer,Website,CI000000000717974,Production,Small,1
1,0,0,Tableau Tips and Tricks,1,Reset Filters,Application Inventory Documentation,Not Available,Not Available,AM - Niche,1,0,LAKSHMI GODENA (702220826),1,1,0,1,0,00:00.0,4/9/2019 10:09,HWS HP-BARIATRIC MOBILE-PROD,Service,0,Item,3/7/2019 16:12,"Weston, Anna [VISUS Non-J&J]",HWS HEALTH PARTNER TAO,0,0,HWS HP-BARIATRIC MOBILE-PROD,0,1,LAKSHMI GODENA (702220826),ORION WILCHINSKY (1052761),Deployed,PARENT APP SERVICES SUPPORT,0,0,0,4,GLOBAL SERVICE DESK,TRUE,,ORION WILCHINSKY (1052761),NA,"Digital & E-commerce, Social & Collaboration​",,FALSE,Health & Wellness Solutio,,Bronze,Transformed,GLOBAL HEALTH & WELLNESS,,Z999094,"Bolger, Tim [ITSUS]","""NA""",3/18/2019 21:28,"Weston, Anna [VISUS Non-J&J]",HWS HP-BARIATRIC MOBILE-PROD,"Rubin, Zachary [JJCUS]",3608,cmdb_ci_appl,APP000010027558,,APP000010027558,Maintain,Wellness and Prevention,App Svcs,FALSE,Wellness and Prevention,Consumer,Mobile Application,CI000000000209917,Production,Large,1
1,0,0,Tableau Tips and Tricks,1,Reset Filters,Application Inventory Documentation,Not Available,Not Available,AM - Ticket Based,1,APP MAINT - ERP,AMIT BANERJEE (363593),1,0,1,1,0,00:00.0,4/9/2019 10:09,MANUGISTICS APS INTEGRATION,Service,APP MAINT - ERP,Item,3/7/2019 16:10,"Weston, Anna [VISUS Non-J&J]",JDE WORLD EMEA,0,0,MANUGISTICS APS INTEGRATION,1,1,AMIT BANERJEE (363593),PETER BECKER (36004048),Being Assembled,PARENT APP MAINTENANCE,0,0,0,0,AM DISPATCH,,APP MAINT - ERP,PETER BECKER (36004048),GLOBAL,,IBM,FALSE,Biosense Webster USA,,,Transformed,ERP RR IBM,ERP SPEC IBM,Z999935,"Bolger, Tim [ITSUS]",Not Defined,3/18/2019 21:34,"Weston, Anna [VISUS Non-J&J]",MANUGISTICS APS INTEGRATION,Not Defined,1319,cmdb_ci_appl,APP000010032942,,APP000010032942,,CSS,App Svcs,FALSE,Plan,Supply Chain,Server,CI000000000725258,Production,,1
1,0,0,Tableau Tips and Tricks,1,Reset Filters,Application Inventory Documentation,Not Available,Not Available,AM - Ticket Based,1,APP MAINT - DIG AND ECOMMERCE SOC AND COLLAB,LAWRENCE HECKEL (7287),1,0,1,1,0,00:00.0,4/9/2019 10:09,PHARMA LATAM APIGEE SERVICES,Service,APP MAINT - DIG AND ECOMMERCE SOC AND COLLAB,Item,3/7/2019 16:17,"Weston, Anna [VISUS Non-J&J]",DIGITAL PLO LATAM,0,0,PHARMA LATAM APIGEE SERVICES,0,0,LAWRENCE HECKEL (7287),KARINA DE CILLO BAZZO (1007900),Deployed,PARENT APP MAINTENANCE,0,0,8,0,AM DISPATCH,TRUE,APP MAINT - DIG AND ECOMMERCE SOC AND COLLAB,ROBERTO AMADOR (35002886),LATAM,"Digital & E-commerce, Social & Collaboration​",TCS,FALSE,Jan-Cil CENCA,,Silver,Transformed,DIG ECOM SOC COL RR TCS,DIG ECOM SOC COL SPEC TCS,Z998647,Not Defined,LATAM,3/18/2019 21:45,"Weston, Anna [VISUS Non-J&J]",PHARMA LATAM APIGEE SERVICES,Not Defined,8850,cmdb_ci_appl,APP000010031011,https://jnj-dev.apigee.net/pharma-latam-jowa/swagger-docs/index.html#/paths/,APP000010031011,Rising,Comm LATAM,App Svcs,FALSE,Digital and Connected Commerce,Pharma,Middleware,CI000000009531114,Production,Small,1
1,0,0,Tableau Tips and Tricks,1,Reset Filters,Application Inventory Documentation,Not Available,Not Available,AM - Ticket Based,1,APP MAINT - ERP,AMIT BANERJEE (363593),1,0,1,1,0,00:00.0,4/9/2019 10:09,JDE POLAND - JDE WORLD - PROD,Service,APP MAINT - ERP,Item,3/7/2019 16:14,"Weston, Anna [VISUS Non-J&J]",JDE WORLD EMEA,0,0,JDE POLAND - JDE WORLD - PROD,1,59,AMIT BANERJEE (363593),PETER BECKER (36004048),Deployed,PARENT APP MAINTENANCE,3,0,4,168,AM DISPATCH,TRUE,APP MAINT - ERP,PETER BECKER (36004048),EMEA,"ERP- Plan, Source, Make, Deliver ​",IBM,FALSE,GMED,,Gold,Transformed,ERP RR IBM,ERP SPEC IBM,Z999008,"Smets, Peter [JANBE]",EMEA,3/18/2019 21:31,"Weston, Anna [VISUS Non-J&J]",JDE POLAND - JDE WORLD - PROD,"Becker, Peter [MEDAT]",5329,cmdb_ci_appl,APP0103419,"JDE Poland, JDEW Poland, JPL",APP0103419,Maintain,CLS,App Svcs,FALSE,ERP,Supply Chain,Server,CI000000009280697,Production,Small,1
1,0,0,Tableau Tips and Tricks,1,Reset Filters,Application Inventory Documentation,Not Available,Not Available,AM - Ticket Based,1,APP MAINT - DIG AND ECOMMERCE SOC AND COLLAB,LAWRENCE HECKEL (7287),1,0,1,1,0,00:00.0,4/9/2019 10:09,JNJ VENEZUELA,Service,APP MAINT - DIG AND ECOMMERCE SOC AND COLLAB,Item,3/7/2019 16:09,"Weston, Anna [VISUS Non-J&J]",BUIT-LA WEB APPS,0,0,JNJ VENEZUELA,0,0,LAWRENCE HECKEL (7287),LEANDRO MARTINS (1060444),Deployed,PARENT APP MAINTENANCE,0,0,3,3,AM DISPATCH,TRUE,APP MAINT - DIG AND ECOMMERCE SOC AND COLLAB,LEANDRO MARTINS (1060444),LATAM,"Digital & E-commerce, Social & Collaboration​",TCS,FALSE,J&J Venezuela HI,,Silver,Transformed,DIG ECOM SOC COL RR TCS,DIG ECOM SOC COL SPEC TCS,Z998913,"Bolger, Tim [ITSUS]",LATAM,3/18/2019 21:32,"Weston, Anna [VISUS Non-J&J]",JNJ VENEZUELA,"Spreng, Loreto [ITAS LatAm]",387,cmdb_ci_appl,APP000010026533,www.jnjvenezuela.com,APP000010026533,Maintain,N/A,App Svcs,FALSE,Digital and Connected Commerce,Consumer,Website,CI000000009531101,Production,Small,1
1,0,0,Tableau Tips and Tricks,1,Reset Filters,Application Inventory Documentation,Not Available,Not Available,AM - Ticket Based,1,APP MAINT - DIG AND ECOMMERCE SOC AND COLLAB,LAWRENCE HECKEL (7287),1,0,1,1,0,00:00.0,4/9/2019 10:09,DATA STRATEGY AND MANAGEMENT-PROD,Service,APP MAINT - DIG AND ECOMMERCE SOC AND COLLAB,Item,3/7/2019 16:12,"Weston, Anna [VISUS Non-J&J]",VITAL SIGNS,0,0,DATA STRATEGY AND MANAGEMENT-PROD,0,0,LAWRENCE HECKEL (7287),SHASHI SHETTY (357159),Deployed,PARENT APP MAINTENANCE,0,0,0,6,AM DISPATCH,TRUE,APP MAINT - DIG AND ECOMMERCE SOC AND COLLAB,,NA,"Digital & E-commerce, Social & Collaboration​",COGNIZANT,FALSE,Janssen Pharmaceuticals,,Silver,Transformed,DIG ECOM SOC COL RR COG,DIG ECOM SOC COL SPEC COG,Z999226,"Bolger, Tim [ITSUS]","""NA""",3/18/2019 21:20,"Weston, Anna [VISUS Non-J&J]",DATA STRATEGY AND MANAGEMENT-PROD,"Almodovar, Caryl [WCPITUS]",3783,cmdb_ci_appl,APP000010024036,https://jnj.sharepoint.com/sites/CE,APP000010024036,Maintain,Comm NA,App Svcs,FALSE,Data and Analytics,Pharma,Website,CI000000009317575,Production,Small,1
1,0,0,Tableau Tips and Tricks,1,Reset Filters,Application Inventory Documentation,Not Available,Not Available,AM - Ticket Based,1,APP MAINT - DIG AND ECOMMERCE SOC AND COLLAB,LAWRENCE HECKEL (7287),1,0,1,1,0,00:00.0,4/9/2019 10:09,VMS (VISITOR MANAGEMENT SYSTEM) - CRUCELL,Service,APP MAINT - DIG AND ECOMMERCE SOC AND COLLAB,Item,3/7/2019 16:15,"Weston, Anna [VISUS Non-J&J]",JANSSENRNDCOMMS,0,0,VMS (VISITOR MANAGEMENT SYSTEM) - CRUCELL,0,7,LAWRENCE HECKEL (7287),SALINA HAMLANI (1058305),Deployed,PARENT APP MAINTENANCE,0,0,0,13,AM DISPATCH,TRUE,APP MAINT - DIG AND ECOMMERCE SOC AND COLLAB,SALINA HAMLANI (1058305),EMEA,"Digital & E-commerce, Social & Collaboration​",TCS,FALSE,Crucell NV,,Bronze,Transformed,DIG ECOM SOC COL RR TCS,DIG ECOM SOC COL SPEC TCS,Z998752,"Bolger, Tim [ITSUS]",EMEA,3/18/2019 22:08,"Weston, Anna [VISUS Non-J&J]",VMS (VISITOR MANAGEMENT SYSTEM) - CRUCELL,"Ruts, Dominique [JANBE]",6774,cmdb_ci_appl,APP000010007706,https://jnj.sharepoint.com/sites/VMS ,APP000010007706,Maintain,R&D Development Crucell,App Svcs,FALSE,R&D Partner Interaction & Knowledge Sharing,Pharma,Website,CI000000000846568,Production,Small,1
1,0,0,Tableau Tips and Tricks,1,Reset Filters,Application Inventory Documentation,Not Available,Not Available,AM - Ticket Based,1,APP MAINT - CBT,LAKSHMI NARAYANAN (167821),1,0,1,1,0,00:00.0,4/9/2019 10:09,INTERNAL APPLY - MY NEXT STEP,Service,APP MAINT - CBT,Item,3/7/2019 16:10,"Weston, Anna [VISUS Non-J&J]",ITHR RECRUITING,0,0,INTERNAL APPLY - MY NEXT STEP,41,119,LAKSHMI NARAYANAN (167821),,Deployed,PARENT APP MAINTENANCE,0,0,1,0,AM DISPATCH,TRUE,APP MAINT - CBT,,GLOBAL,Corporate-BT (Corporate-Business Technology),IBM,FALSE,JJ World Headqtrs US,,Bronze,Transformed,CBT RR IBM,CBT SPEC IBM,Z999437,"Narayanan, Lakshmi [GTSUS]","""NA""",3/18/2019 21:30,"Weston, Anna [VISUS Non-J&J]",INTERNAL APPLY - MY NEXT STEP,"Van Hart, Scott [ITSUS]",1832,cmdb_ci_appl,APP000010027313,,APP000010027313,,ITHR,,FALSE,Talent Services,Corporate,Website,CI000000006403685,Production,Medium,1
1,0,0,Tableau Tips and Tricks,1,Reset Filters,Application Inventory Documentation,Not Available,Not Available,AM - Niche,1,0,CHANGYU LI (345056),1,1,0,1,0,00:00.0,4/9/2019 10:09,RPA HR LETTER GENERATION - SERVICE AWARD - PROD,Service,0,Item,3/7/2019 16:15,"Weston, Anna [VISUS Non-J&J]",MGMT SYSTEMS TECH L1-L2,2,0,RPA HR LETTER GENERATION - SERVICE AWARD - PROD,1,1,CHANGYU LI (345056),ANNE GRUPPO (366353),Deployed,PARENT APP SERVICES SUPPORT,0,0,4,6,GLOBAL SERVICE DESK,,,ANNE GRUPPO (366353),NA,,,FALSE,JJ World Headqtrs US,,,Transformed,ROBOTIC PROCESS AUTOMATION L2,ROBOTIC PROCESS AUTOMATION L3,Z999437,"Bolger, Tim [ITSUS]",Not Defined,3/18/2019 21:45,"Weston, Anna [VISUS Non-J&J]",RPA HR LETTER GENERATION - SERVICE AWARD - PROD,Not Defined,6887,cmdb_ci_appl,APP000010029934,,APP000010029934,Rising,Management Systems,App Svcs,TRUE,GS Mgmt Systems,Corporate,Desktop,CI000000000130833,Production,,1
1,0,0,Tableau Tips and Tricks,1,Reset Filters,Application Inventory Documentation,Not Available,Not Available,AM - Niche,1,0,CHARLES YRIBARREN (118420),1,1,0,1,0,00:00.0,4/9/2019 10:09,JDE LIFESCAN - ARCHIVING-PROD,Service,0,Item,3/7/2019 16:12,"Weston, Anna [VISUS Non-J&J]",JDE LIFESCAN,0,0,JDE LIFESCAN - ARCHIVING-PROD,0,0,CHARLES YRIBARREN (118420),CHARLES YRIBARREN (118420),Deployed,PARENT APP SERVICES SUPPORT,0,0,2,1,GLOBAL SERVICE DESK,,,,"NA, EMEA",,,FALSE,US Diabetes Care,,,Transformed,JDE APP DCF L2,JDE APP DCF L3,Z998957,"Bolger, Tim [ITSUS]",Not Defined,3/18/2019 21:31,"Weston, Anna [VISUS Non-J&J]",JDE LIFESCAN - ARCHIVING-PROD,Not Defined,4151,cmdb_ci_appl,APP0101181,,APP0101181,Maintain,CMD,App Svcs,FALSE,ERP,Supply Chain,Server,CI000000000807254,Production,,1
1,0,0,Tableau Tips and Tricks,1,Reset Filters,Application Inventory Documentation,Not Available,Not Available,AM - Ticket Based,1,APP MAINT - DIG AND ECOMMERCE SOC AND COLLAB,LAWRENCE HECKEL (7287),1,0,1,1,0,00:00.0,4/9/2019 10:09,TREMFYAHCP.COM,Service,APP MAINT - DIG AND ECOMMERCE SOC AND COLLAB,Item,3/7/2019 16:10,"Weston, Anna [VISUS Non-J&J]",WEBSITES - PHARMA - NA,0,0,TREMFYAHCP.COM,0,0,LAWRENCE HECKEL (7287),JOSEPH EDELMAN (1057206),Deployed,PARENT APP MAINTENANCE,0,0,7,0,AM DISPATCH,TRUE,APP MAINT - DIG AND ECOMMERCE SOC AND COLLAB,JOSEPH EDELMAN (1057206),NA,"Digital & E-commerce, Social & Collaboration​",COGNIZANT,FALSE,Janssen Pharmaceuticals,,Bronze,,DIG ECOM SOC COL RR COG,DIG ECOM SOC COL SPEC COG,Z999226,"Bolger, Tim [ITSUS]","""NA""",3/18/2019 21:53,"Weston, Anna [VISUS Non-J&J]",TREMFYAHCP.COM,"Almodovar, Caryl [WCPITUS]",1621,cmdb_ci_appl,APP000010029293,http://www.tremfyahcp.com,APP000010029293,Maintaining,Comm NA,App Svcs,FALSE,Digital and Connected Commerce,Pharma,Website,CI000000008652596,Production,Small,1
1,0,0,Tableau Tips and Tricks,1,Reset Filters,Application Inventory Documentation,Not Available,Not Available,AM - Ticket Based,1,APP MAINT - DATA AND ANALYTICS,WILLIAM O'DELL (152660),1,0,1,1,0,00:00.0,4/9/2019 10:09,VISION CARE SAP-BI-PROD-PB2,Service,APP MAINT - DATA AND ANALYTICS,Item,3/7/2019 16:15,"Weston, Anna [VISUS Non-J&J]",VISION CARE SAP,0,0,VISION CARE SAP-BI-PROD-PB2,1,3,WILLIAM O'DELL (152660),KEVIN RYAN (370124),Deployed,PARENT APP MAINTENANCE,0,0,3,4,AM DISPATCH,TRUE,APP MAINT - DATA AND ANALYTICS,,"NA, LATAM, EMEA, ASPAC",Data & Analytics​,TCS,FALSE,Vistakon USA,,Silver,Transformed,DATA AND ANALYTICS RR TCS,DATA AND ANALYTICS SPEC TCS,Z999967,"Smets, Peter [JANBE]","""NA""",3/18/2019 22:08,"Weston, Anna [VISUS Non-J&J]",VISION CARE SAP-BI-PROD-PB2,"Ryan, Kevin [VISUS]",7178,cmdb_ci_appl,APP0009255,Fusion BW Portal,APP0009255,Core Rising,CMD,App Svcs,FALSE,ERP,Supply Chain,Server,CI000000009594411,Production,Small,1
1,0,0,Tableau Tips and Tricks,1,Reset Filters,Application Inventory Documentation,Not Available,Not Available,AM - Ticket Based,1,APP MAINT - DIG AND ECOMMERCE SOC AND COLLAB,LAWRENCE HECKEL (7287),1,0,1,1,0,00:00.0,4/9/2019 10:09,OB TEENS IT,Service,APP MAINT - DIG AND ECOMMERCE SOC AND COLLAB,Item,3/7/2019 16:12,"Weston, Anna [VISUS Non-J&J]",CON_EMEA_DIGITAL_BUIT,0,0,OB TEENS IT,0,0,LAWRENCE HECKEL (7287),EGOR NAZAROV (80007863),Deployed,PARENT APP MAINTENANCE,0,0,3,8,AM DISPATCH,TRUE,APP MAINT - DIG AND ECOMMERCE SOC AND COLLAB,EGOR NAZAROV (80007863),EMEA,"Digital & E-commerce, Social & Collaboration​",TCS,FALSE,Cons Europe Reg Expe,,Silver,Transformed,DIG ECOM SOC COL RR TCS,DIG ECOM SOC COL SPEC TCS,Z999426,"Bolger, Tim [ITSUS]",EMEA,3/18/2019 21:32,"Weston, Anna [VISUS Non-J&J]",OB TEENS IT,"Ruts, Dominique [JANBE]",4184,cmdb_ci_appl,APP000010027384,ragazze.myob.it,APP000010027384,Maintain,Marketing CHC,App Svcs,FALSE,Digital and Connected Commerce,Consumer,Website,CI000000004311319,Production,Small,1
1,0,0,Tableau Tips and Tricks,1,Reset Filters,Application Inventory Documentation,Not Available,Not Available,AM - Ticket Based,1,APP MAINT - CBT,LAKSHMI NARAYANAN (167821),1,0,1,1,0,00:00.0,4/9/2019 10:09,REED GROUP LEAVE AND DISABILITY,Service,APP MAINT - CBT,Item,3/7/2019 16:15,"Weston, Anna [VISUS Non-J&J]",HEWITT TBA,0,0,REED GROUP LEAVE AND DISABILITY,0,0,LAKSHMI NARAYANAN (167821),THERESA GORMLEY (183941),Deployed,PARENT APP MAINTENANCE,0,0,0,0,AM DISPATCH,TRUE,APP MAINT - CBT,,NA,Corporate-BT (Corporate-Business Technology),COGNIZANT,FALSE,JJ World Headqtrs US,,Bronze,Transformed,CBT RR COG,CBT SPEC COG,Z999442,"Narayanan, Lakshmi [GTSUS]","""NA""",3/18/2019 21:45,"Weston, Anna [VISUS Non-J&J]",REED GROUP LEAVE AND DISABILITY,"Van Hart, Scott [ITSUS]",6695,cmdb_ci_appl,APP000010007510,,APP000010007510,,ITHR,App Svcs,FALSE,Talent Services,Corporate,Server,CI000000009616439,Production,Small,1
